typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","0","W00","World","0","W00","World","H4","HS","true","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","265716264",,"265716264","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","156","CHN","China","0","W00","World","H4","HS","true","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","47249460",,"47249460","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","0","W00","World","0","W00","World","H4","HS","true","72","Iron and steel","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","656682350",,"656682350","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","156","CHN","China","0","W00","World","H4","HS","true","72","Iron and steel","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","106275674",,"106275674","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","0","W00","World","0","W00","World","H4","HS","true","74","Copper and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","33910243",,"33910243","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","156","CHN","China","0","W00","World","H4","HS","true","74","Copper and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5626329",,"5626329","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","0","W00","World","0","W00","World","H4","HS","true","78","Lead and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6671659",,"6671659","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","156","CHN","China","0","W00","World","H4","HS","true","78","Lead and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1289465",,"1289465","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","0","W00","World","0","W00","World","H4","HS","true","79","Zinc and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2866397",,"2866397","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","156","CHN","China","0","W00","World","H4","HS","true","79","Zinc and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","44466",,"44466","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","0","W00","World","0","W00","World","H4","HS","true","81","Metals; n.e.c., cermets and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","22469870",,"22469870","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","156","CHN","China","0","W00","World","H4","HS","true","81","Metals; n.e.c., cermets and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3607675",,"3607675","0","true","false",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","25174778826",,"25174778826","0","true","false",
