start_year,minerals_definition,outcome,sample,estimator,interaction_coef,std_error,p_value,n_obs,status,note
2015,narrow,level,ex_both,ARDL_long_run,-4.910201,0.26917,0.0,22.0,ok,"AIC lags y=None; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_narrow_B': [0, 1]}"
2015,narrow,level,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,narrow,ratio,full,OLS,-0.161918,0.099276,0.102891,24.0,ok,
2015,narrow,ratio,full,ARDL_long_run,-0.311439,0.045917,2e-05,24.0,ok,"AIC lags y=None; x={'minerals_narrow_B': [0], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_narrow_B': [0, 1]}"
2015,narrow,ratio,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,narrow,ratio,ex_2009,OLS,-0.153363,0.100177,0.125791,23.0,ok,
2015,narrow,ratio,ex_2009,ARDL_long_run,-0.173608,0.058856,0.018434,23.0,ok,"AIC lags y=[1]; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_narrow_B': [0, 1]}"
2015,narrow,ratio,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,narrow,ratio,ex_2020,OLS,-0.143236,0.07086,0.043238,23.0,ok,
2015,narrow,ratio,ex_2020,ARDL_long_run,-0.504528,0.152676,0.009163,23.0,ok,"AIC lags y=[1]; x={'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_narrow_B': [0, 1]}"
2015,narrow,ratio,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,narrow,ratio,ex_both,OLS,-0.142822,0.072758,0.049649,22.0,ok,
2015,narrow,ratio,ex_both,ARDL_long_run,-0.491056,0.170296,0.023532,22.0,ok,"AIC lags y=[1]; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_narrow_B': [0, 1]}"
2015,narrow,ratio,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,broad,level,full,OLS,-3.997652,0.627956,0.0,24.0,ok,
2015,broad,level,full,ARDL_long_run,-4.470359,0.351314,0.0,24.0,ok,"AIC lags y=None; x={'minerals_broad_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2015': [0], 'post_2015_x_minerals_broad_B': [0]}"
2015,broad,level,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,broad,level,ex_2009,OLS,-4.403235,0.621812,0.0,23.0,ok,
2015,broad,level,ex_2009,ARDL_long_run,-4.619247,0.401523,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_broad_B': [0, 1], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0], 'post_2015_x_minerals_broad_B': [0, 1]}"
2015,broad,level,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,broad,level,ex_2020,OLS,-3.634652,0.569257,0.0,23.0,ok,
2015,broad,level,ex_2020,ARDL_long_run,-5.569413,2.163492,0.024353,23.0,ok,"AIC lags y=[1]; x={'brent_annual_mean': [0, 1], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2015': [0], 'post_2015_x_minerals_broad_B': [0, 1]}"
2015,broad,level,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,broad,level,ex_both,OLS,-4.142905,0.566303,0.0,22.0,ok,
2015,broad,level,ex_both,ARDL_long_run,-5.468277,0.320262,3e-06,22.0,ok,"AIC lags y=[1]; x={'minerals_broad_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_broad_B': [0, 1]}"
2015,broad,level,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,broad,ratio,full,OLS,-0.191228,0.055839,0.000616,24.0,ok,
2015,broad,ratio,full,ARDL_long_run,-0.265255,0.017475,0.0,24.0,ok,"AIC lags y=None; x={'minerals_broad_B': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_broad_B': [0]}"
2015,broad,ratio,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,broad,ratio,ex_2009,OLS,-0.182169,0.054905,0.000907,23.0,ok,
2015,broad,ratio,ex_2009,ARDL_long_run,-0.28289,0.025456,0.0,23.0,ok,"AIC lags y=None; x={'minerals_broad_B': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_broad_B': [0]}"
2015,broad,ratio,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,broad,ratio,ex_2020,OLS,-0.158027,0.049552,0.001427,23.0,ok,
2015,broad,ratio,ex_2020,ARDL_long_run,-0.305751,0.049754,5e-05,23.0,ok,"AIC lags y=[1]; x={'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2015_x_minerals_broad_B': [0, 1]}"
2015,broad,ratio,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,broad,ratio,ex_both,OLS,-0.161077,0.046412,0.000519,22.0,ok,
2015,broad,ratio,ex_both,ARDL_long_run,-0.254767,0.012061,1e-06,22.0,ok,"AIC lags y=[1]; x={'minerals_broad_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_broad_B': [0, 1]}"
2015,broad,ratio,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,wits_legacy,level,full,OLS,-4.755414,0.498177,0.0,24.0,ok,
2015,wits_legacy,level,full,ARDL_long_run,-4.126327,0.217746,0.0,24.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2015': [0, 1], 'post_2015_x_minerals_wits_legacy_B': [0]}"
2015,wits_legacy,level,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,wits_legacy,level,ex_2009,OLS,-4.931737,0.533841,0.0,23.0,ok,
2015,wits_legacy,level,ex_2009,ARDL_long_run,-4.53324,0.125964,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0, 1], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_wits_legacy_B': [0, 1]}"
2015,wits_legacy,level,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,wits_legacy,level,ex_2020,OLS,-4.439514,0.534387,0.0,23.0,ok,
2015,wits_legacy,level,ex_2020,ARDL_long_run,-4.238772,0.300421,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_wits_legacy_B': [0]}"
2015,wits_legacy,level,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,wits_legacy,level,ex_both,OLS,-4.623883,0.573011,0.0,22.0,ok,
2015,wits_legacy,level,ex_both,ARDL_long_run,-4.590526,0.241058,1e-06,22.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_wits_legacy_B': [0, 1]}"
2015,wits_legacy,level,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,wits_legacy,ratio,full,OLS,-0.240775,0.049614,1e-06,24.0,ok,
2015,wits_legacy,ratio,full,ARDL_long_run,-0.250376,0.013659,0.0,24.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2015': [0, 1], 'post_2015_x_minerals_wits_legacy_B': [0]}"
2015,wits_legacy,ratio,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,wits_legacy,ratio,ex_2009,OLS,-0.236797,0.047592,1e-06,23.0,ok,
2015,wits_legacy,ratio,ex_2009,ARDL_long_run,-0.246391,0.015118,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_wits_legacy_B': [0]}"
2015,wits_legacy,ratio,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,wits_legacy,ratio,ex_2020,OLS,-0.204327,0.051022,6.2e-05,23.0,ok,
2015,wits_legacy,ratio,ex_2020,ARDL_long_run,-0.212165,0.012609,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2015': [0, 1], 'post_2015_x_minerals_wits_legacy_B': [0]}"
2015,wits_legacy,ratio,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2015,wits_legacy,ratio,ex_both,OLS,-0.205464,0.049014,2.8e-05,22.0,ok,
2015,wits_legacy,ratio,ex_both,ARDL_long_run,-0.237656,0.01078,4e-06,22.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2015': [0, 1], 'post_2015_x_minerals_wits_legacy_B': [0, 1]}"
2015,wits_legacy,ratio,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,narrow,level,full,OLS,-4.880895,1.437505,0.000685,24.0,ok,
2016,narrow,level,full,ARDL_long_run,-2.535382,0.657305,0.00198,24.0,ok,"AIC lags y=None; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_narrow_B': [0, 1]}"
2016,narrow,level,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,narrow,level,ex_2009,OLS,-5.019104,1.507537,0.000871,23.0,ok,
2016,narrow,level,ex_2009,ARDL_long_run,-3.638557,0.587097,0.000446,23.0,ok,"AIC lags y=[1]; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_narrow_B': [0, 1]}"
2016,narrow,level,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,narrow,level,ex_2020,OLS,-4.644724,1.061444,1.2e-05,23.0,ok,
2016,narrow,level,ex_2020,ARDL_long_run,-2.238958,0.499598,0.002052,23.0,ok,"AIC lags y=[1]; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_narrow_B': [0, 1]}"
2016,narrow,level,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,narrow,level,ex_both,OLS,-4.808945,1.142478,2.6e-05,22.0,ok,
2016,narrow,level,ex_both,ARDL_long_run,-8.674521,0.994299,1.1e-05,22.0,ok,"AIC lags y=None; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_narrow_B': [0]}"
2016,narrow,level,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,narrow,ratio,full,OLS,-0.235787,0.114564,0.039579,24.0,ok,
2016,narrow,ratio,full,ARDL_long_run,-0.029586,0.059866,0.630089,24.0,ok,"AIC lags y=None; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016': [0, 1], 'post_2016_x_minerals_narrow_B': [0, 1]}"
2016,narrow,ratio,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,narrow,ratio,ex_2009,OLS,-0.239956,0.118898,0.043574,23.0,ok,
2016,narrow,ratio,ex_2009,ARDL_long_run,-0.116778,0.068169,0.120854,23.0,ok,"AIC lags y=None; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_narrow_B': [0, 1]}"
2016,narrow,ratio,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,narrow,ratio,ex_2020,OLS,-0.212303,0.078676,0.006966,23.0,ok,
2016,narrow,ratio,ex_2020,ARDL_long_run,-0.112787,0.064266,0.107032,23.0,ok,"AIC lags y=None; x={'minerals_narrow_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016': [0, 1], 'post_2016_x_minerals_narrow_B': [0, 1]}"
2016,narrow,ratio,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,narrow,ratio,ex_both,OLS,-0.219275,0.082766,0.008065,22.0,ok,
2016,narrow,ratio,ex_both,ARDL_long_run,-0.477204,0.029409,0.0,22.0,ok,"AIC lags y=None; x={'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_narrow_B': [0, 1]}"
2016,narrow,ratio,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,broad,level,full,OLS,-4.253874,0.661899,0.0,24.0,ok,
2016,broad,level,full,ARDL_long_run,-4.586972,0.369746,0.0,24.0,ok,"AIC lags y=None; x={'minerals_broad_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016': [0], 'post_2016_x_minerals_broad_B': [0]}"
2016,broad,level,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,broad,level,ex_2009,OLS,-4.651863,0.728835,0.0,23.0,ok,
2016,broad,level,ex_2009,ARDL_long_run,-4.533629,0.228531,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_broad_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_cn_gdp': [0, 1], 'post_2016': [0], 'post_2016_x_minerals_broad_B': [0, 1]}"
2016,broad,level,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,broad,level,ex_2020,OLS,-3.77118,0.590006,0.0,23.0,ok,
2016,broad,level,ex_2020,ARDL_long_run,-4.305765,0.355642,0.0,23.0,ok,"AIC lags y=None; x={'minerals_broad_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016': [0], 'post_2016_x_minerals_broad_B': [0]}"
2016,broad,level,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,broad,level,ex_both,OLS,-4.159906,0.715853,0.0,22.0,ok,
2016,broad,level,ex_both,ARDL_long_run,-5.484289,0.293743,8e-06,22.0,ok,"AIC lags y=[1]; x={'minerals_broad_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_broad_B': [0, 1]}"
2016,broad,level,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,broad,ratio,full,OLS,-0.229677,0.051806,9e-06,24.0,ok,
2016,broad,ratio,full,ARDL_long_run,-0.186738,0.032352,0.00018,24.0,ok,"AIC lags y=[1]; x={'minerals_broad_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016': [0, 1], 'post_2016_x_minerals_broad_B': [0, 1]}"
2016,broad,ratio,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,broad,ratio,ex_2009,OLS,-0.245723,0.052841,3e-06,23.0,ok,
2016,broad,ratio,ex_2009,ARDL_long_run,-0.196325,0.0126,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_broad_B': [0, 1], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_broad_B': [0]}"
2016,broad,ratio,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,broad,ratio,ex_2020,OLS,-0.180725,0.039326,4e-06,23.0,ok,
2016,broad,ratio,ex_2020,ARDL_long_run,-0.185838,0.033603,9.7e-05,23.0,ok,"AIC lags y=[1]; x={'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0], 'log_cn_gdp': [0, 1], 'post_2016_x_minerals_broad_B': [0]}"
2016,broad,ratio,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,broad,ratio,ex_both,OLS,-0.194968,0.04278,5e-06,22.0,ok,
2016,broad,ratio,ex_both,ARDL_long_run,-0.274704,0.015086,2e-06,22.0,ok,"AIC lags y=[1]; x={'minerals_broad_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_broad_B': [0, 1]}"
2016,broad,ratio,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,wits_legacy,level,full,OLS,-4.965713,0.441191,0.0,24.0,ok,
2016,wits_legacy,level,full,ARDL_long_run,-4.158943,0.1902,0.0,24.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016': [0], 'post_2016_x_minerals_wits_legacy_B': [0]}"
2016,wits_legacy,level,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,wits_legacy,level,ex_2009,OLS,-5.069677,0.46717,0.0,23.0,ok,
2016,wits_legacy,level,ex_2009,ARDL_long_run,-3.996947,0.080842,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0, 1], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2016': [0], 'post_2016_x_minerals_wits_legacy_B': [0, 1]}"
2016,wits_legacy,level,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,wits_legacy,level,ex_2020,OLS,-4.635489,0.474295,0.0,23.0,ok,
2016,wits_legacy,level,ex_2020,ARDL_long_run,-4.185845,0.270685,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016': [0], 'post_2016_x_minerals_wits_legacy_B': [0]}"
2016,wits_legacy,level,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,wits_legacy,level,ex_both,OLS,-4.741159,0.51209,0.0,22.0,ok,
2016,wits_legacy,level,ex_both,ARDL_long_run,-4.737309,0.228916,1e-06,22.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_wits_legacy_B': [0, 1]}"
2016,wits_legacy,level,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,wits_legacy,ratio,full,OLS,-0.282758,0.047978,0.0,24.0,ok,
2016,wits_legacy,ratio,full,ARDL_long_run,-0.248867,0.02202,0.0,24.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016_x_minerals_wits_legacy_B': [0]}"
2016,wits_legacy,ratio,full,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,wits_legacy,ratio,ex_2009,OLS,-0.287629,0.047992,0.0,23.0,ok,
2016,wits_legacy,ratio,ex_2009,ARDL_long_run,-0.178232,0.013875,4e-06,23.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0, 1], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_wits_legacy_B': [0]}"
2016,wits_legacy,ratio,ex_2009,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,wits_legacy,ratio,ex_2020,OLS,-0.23319,0.0415,0.0,23.0,ok,
2016,wits_legacy,ratio,ex_2020,ARDL_long_run,-0.215443,0.01998,0.0,23.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0], 'brent_annual_mean': [0], 'kzt_usd': [0, 1], 'log_kz_gdp': [0], 'post_2016_x_minerals_wits_legacy_B': [0]}"
2016,wits_legacy,ratio,ex_2020,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
2016,wits_legacy,ratio,ex_both,OLS,-0.237946,0.042015,0.0,22.0,ok,
2016,wits_legacy,ratio,ex_both,ARDL_long_run,-0.248533,0.009056,0.0,22.0,ok,"AIC lags y=[1]; x={'minerals_wits_legacy_B': [0, 1], 'brent_annual_mean': [0, 1], 'kzt_usd': [0], 'log_kz_gdp': [0, 1], 'log_cn_gdp': [0, 1], 'post_2016': [0, 1], 'post_2016_x_minerals_wits_legacy_B': [0, 1]}"
2016,wits_legacy,ratio,ex_both,DiD,,,,,skipped_data_unavailable,No donor/placebo annual bilateral panel in local files; see did_placebo_status.csv.
